GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,EST_POSSESSIONS
Lineups,-1626157-1626166-1628384-1628969-1630540-,K. Towns - C. Payne - O. Anunoby - M. Bridges - M. McBride,1610612752,NYK,16,11,5,0.688,49.0,133.8,134.2,103.1,100.9,30.7,33.3,0.596,3.78,20.9,0.333,0.782,0.56,0.081,0.624,0.635,107.1,108.09,90.08,111,0.613,104,85,17546,6402,270,4003,9059,4505,8486,958,5248,5315,6582,5670,8215,5539,6030,7822,5877,147875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.08333333333333
Lineups,-1628384-1628404-1628969-1628973-1629011-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,6,3,3,0.5,49.0,103.6,105.3,133.1,133.0,-29.6,-27.7,0.583,1.5,16.0,0.3,0.667,0.453,0.147,0.476,0.529,93.1,92.38,76.99,95,0.351,820,994,16438,7287,273,7913,12690,11852,8544,4241,8873,6798,8629,10377,11321,10057,9217,15212,11150,147300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.08333333333333
Lineups,-204456-1627783-1630167-1631097-1641767-,T. McConnell - P. Siakam - O. Toppin - B. Mathurin - B. Sheppard,1610612754,IND,15,11,4,0.733,49.0,114.9,110.7,114.5,109.0,0.4,1.7,0.62,2.82,19.3,0.385,0.75,0.56,0.098,0.54,0.569,104.4,108.99,90.82,112,0.526,131,85,17185,6312,272,7304,9664,7444,7981,1879,6688,4892,6865,5648,8845,7493,8066,7421,7642,147320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.08333333333333
Lineups,-1629027-1629631-1630168-1630700-1642258-,T. Young - D. Hunter - O. Okongwu - D. Daniels - Z. Risacher,1610612737,ATL,9,4,5,0.444,49.0,121.1,116.8,134.1,128.2,-13.0,-11.4,0.811,2.05,24.6,0.302,0.824,0.532,0.176,0.663,0.67,110.7,115.25,96.04,119,0.461,425,634,17546,9121,271,6352,12313,10336,4622,2441,3840,6793,5872,6411,12493,4696,5081,5144,9160,147440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.08333333333333
Lineups,-1628389-1629130-1629312-1629639-1630558-,B. Adebayo - D. Robinson - H. Highsmith - T. Herro - D. Mitchell,1610612748,MIA,8,3,5,0.375,48.0,110.9,110.2,96.9,92.6,14.0,17.7,0.659,2.45,20.3,0.182,0.745,0.473,0.112,0.554,0.585,94.5,96.9,80.75,98,0.602,518,994,17546,9326,283,7350,6536,5968,7627,2180,5430,9350,7685,9851,9667,7202,7543,13531,6044,142660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Lineups,-201942-1627734-1628370-1628989-1631165-,D. DeRozan - D. Sabonis - M. Monk - K. Huerter - K. Ellis,1610612758,SAC,11,6,5,0.545,48.0,122.5,122.2,108.1,102.9,14.4,19.3,0.651,2.0,18.8,0.289,0.682,0.483,0.13,0.563,0.63,102.4,104.96,87.47,108,0.591,282,330,17546,7257,278,5616,9125,5870,7663,2447,6891,6980,8574,9663,10384,6914,6141,9319,6290,144050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Lineups,-1629631-1629660-1629731-1630241-1630596-,D. Hunter - T. Jerome - D. Wade - S. Merrill - E. Mobley,1610612739,CLE,4,4,0,1.0,48.0,123.9,124.5,103.4,100.9,20.5,23.6,0.574,1.29,17.8,0.422,0.673,0.56,0.198,0.621,0.65,105.7,106.74,88.95,106,0.6,1573,634,1,1,277,5456,9060,5475,8620,4917,7551,4355,8618,5648,12974,5553,5653,8436,6051,144345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Lineups,-1628378-1628386-1629622-1629636-1629731-,D. Mitchell - J. Allen - M. Strus - D. Garland - D. Wade,1610612739,CLE,6,4,2,0.667,48.0,133.3,133.0,123.6,124.8,9.7,8.3,0.681,3.2,19.8,0.482,0.619,0.541,0.097,0.544,0.592,102.6,102.28,85.24,103,0.56,820,634,14449,6411,279,4501,11726,6947,6365,1145,6565,3951,10371,6165,8832,7421,7379,10832,6930,143600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Lineups,-1628369-1628401-1629674-1630202-1630573-,J. Tatum - D. White - N. Queta - P. Pritchard - S. Hauser,1610612738,BOS,12,9,3,0.75,48.0,130.5,127.8,98.0,95.8,32.6,32.0,0.571,3.43,18.5,0.233,0.686,0.479,0.072,0.594,0.646,95.4,97.41,81.18,97,0.668,240,148,16438,6106,284,4884,6786,4829,8623,1094,7086,8449,8546,9720,7996,6157,5705,13290,4897,142650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Lineups,-203482-1628971-1630631-1641810-1642274-,K. Olynyk - B. Brown - J. Alvarado - A. Reeves - Y. Missi,1610612740,NOP,4,1,3,0.25,48.0,97.1,97.0,126.2,122.8,-29.1,-25.7,0.73,1.42,19.0,0.28,0.814,0.527,0.188,0.488,0.522,100.4,101.81,84.84,101,0.37,1573,3268,16438,9960,282,10255,11624,11743,5830,4683,6833,7239,5964,6531,12870,9976,9322,11083,10837,142850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Lineups,-2544-203076-1627827-1630559-1631108-,L. James - A. Davis - D. Finney-Smith - A. Reaves - M. Christie,1610612747,LAL,9,3,6,0.333,48.0,126.4,125.5,93.7,91.5,32.7,34.0,0.553,1.44,19.7,0.125,0.772,0.539,0.176,0.705,0.734,102.8,104.4,87.0,102,0.659,425,994,17719,9358,280,5035,6445,4474,8915,4647,6572,9996,6727,6177,12493,3741,3910,9601,5179,143445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Lineups,-1629651-1629661-1630165-1630533-1630553-,N. Claxton - C. Johnson - K. Hayes - Z. Williams - K. Johnson,1610612751,BKN,5,1,4,0.2,48.0,95.2,97.0,119.4,118.2,-24.2,-21.2,0.811,1.67,20.5,0.314,0.667,0.473,0.18,0.471,0.511,100.4,99.99,83.32,100,0.424,1130,3268,17185,10161,281,10257,11015,11297,4623,3983,5377,6670,8629,9847,12585,10125,9684,12077,9853,143300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Lineups,-201566-201599-1627750-1629008-1631128-,R. Westbrook - D. Jordan - J. Murray - M. Porter Jr. - C. Braun,1610612743,DEN,7,5,2,0.714,48.0,102.2,104.9,103.3,103.9,-1.1,1.0,0.571,1.14,17.4,0.25,0.691,0.485,0.206,0.563,0.577,103.2,101.56,84.63,102,0.517,632,445,14449,6328,276,7955,9195,7483,8623,5118,7688,7492,8506,9630,13770,6912,7813,11202,7814,144625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Lineups,-1627747-1629027-1630168-1630700-1642258-,C. LeVert - T. Young - O. Okongwu - D. Daniels - Z. Risacher,1610612737,ATL,12,6,6,0.5,47.0,105.7,102.8,116.6,115.0,-10.9,-12.2,0.622,1.4,18.3,0.356,0.75,0.567,0.183,0.54,0.566,108.6,110.87,92.39,109,0.479,240,330,17719,7287,291,8071,10578,10385,7976,4687,7129,5237,6865,5524,12770,7492,8228,6539,8789,140270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91666666666666
Lineups,-1628404-1628969-1628973-1630173-1630540-,J. Hart - M. Bridges - J. Brunson - P. Achiuwa - M. McBride,1610612752,NYK,16,10,6,0.625,47.0,101.9,91.2,109.0,105.8,-7.2,-14.6,0.722,2.89,18.8,0.208,0.745,0.474,0.088,0.494,0.521,97.8,104.82,87.35,102,0.467,104,109,17719,6980,290,10655,9344,10641,5897,1869,6880,8735,7685,9808,8466,9951,9330,9394,9022,140815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91666666666666
Lineups,-1629673-1630551-1642259-1642267-1642273-,J. Poole - J. Champagnie - A. Sarr - B. Carrington - K. George,1610612764,WAS,5,1,4,0.2,47.0,100.4,100.0,105.8,101.9,-5.4,-1.9,0.622,1.44,16.2,0.268,0.698,0.477,0.154,0.5,0.527,104.3,106.44,88.7,104,0.431,1130,3268,17185,10161,287,8136,9085,9506,7977,4658,8828,7398,8407,9747,11438,7932,9232,8626,9698,141370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91666666666666
Lineups,-1628398-1629018-1629645-1630579-1631260-,K. Kuzma - G. Trent Jr. - K. Porter Jr. - J. Sims - A. Green,1610612749,MIL,8,6,2,0.75,47.0,102.0,102.0,99.0,99.0,3.0,3.0,0.405,0.79,11.8,0.279,0.66,0.49,0.19,0.526,0.58,102.4,102.42,85.35,100,0.525,518,330,14449,6106,288,8111,6910,7359,11318,7401,10992,7248,9961,9575,12886,7733,7764,10772,7656,141300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91666666666666
Lineups,-200768-203083-1626162-1628997-1630178-,K. Lowry - A. Drummond - K. Oubre Jr. - C. Martin - T. Maxey,1610612755,PHI,7,1,6,0.143,47.0,88.3,90.5,106.0,106.1,-17.7,-15.6,0.69,1.05,15.5,0.269,0.633,0.446,0.2,0.448,0.486,99.1,97.76,81.46,95,0.338,632,3268,17719,10277,285,10730,9376,10704,6311,5171,9063,7387,10188,10476,12976,10482,11144,13136,11301,142150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91666666666666
Lineups,-1626162-1627824-1630178-1641741-1642348-,K. Oubre Jr. - G. Yabusele - T. Maxey - R. Council IV - J. Edwards,1610612755,PHI,6,4,2,0.667,47.0,134.4,129.9,112.3,109.6,22.1,20.3,0.591,2.6,19.3,0.316,0.878,0.608,0.103,0.658,0.687,94.4,97.24,81.03,97,0.595,820,634,14449,6411,286,4684,9777,5706,8507,1982,6687,6647,5195,4294,9171,4722,4784,13370,6234,141425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91666666666666
Lineups,-1626167-1627783-1630169-1630174-1641767-,M. Turner - P. Siakam - T. Haliburton - A. Nesmith - B. Sheppard,1610612754,IND,7,4,3,0.571,47.0,138.2,140.8,114.4,114.1,23.8,26.7,0.735,4.0,24.5,0.302,0.729,0.527,0.092,0.663,0.684,102.2,101.3,84.41,98,0.592,632,634,16438,7180,292,3485,10381,5138,5806,577,3846,6793,7796,6522,8724,4697,4820,11337,6277,140025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91666666666666
Lineups,-202331-1626162-1627824-1630178-1642348-,P. George - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,1610612755,PHI,6,0,6,0.0,47.0,115.9,115.8,120.6,119.0,-4.7,-3.2,0.619,2.36,18.6,0.255,0.6,0.395,0.109,0.538,0.58,101.7,102.46,85.38,101,0.47,820,10304,17719,10304,289,6613,11099,9589,7983,2224,7035,7485,10456,12206,9307,7542,7757,10751,8979,141245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91666666666666
Lineups,-202692-203952-1628389-1629639-1642276-,A. Burks - A. Wiggins - B. Adebayo - T. Herro - K. Ware,1610612748,MIA,4,3,1,0.75,46.0,134.1,136.7,98.8,100.0,35.3,36.7,0.625,1.88,21.1,0.341,0.786,0.598,0.163,0.69,0.706,104.9,103.31,86.09,98,0.649,1573,994,5863,6106,303,3888,6913,4325,7853,3788,5143,5300,6531,4925,11736,4013,4331,10232,5308,136600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-101108-1629640-1630170-1641705-1642264-,C. Paul - K. Johnson - D. Vassell - V. Wembanyama - S. Castle,1610612759,SAS,13,6,7,0.462,46.0,119.4,114.7,122.9,122.2,-3.5,-7.5,0.667,3.5,20.3,0.227,0.714,0.465,0.078,0.565,0.609,103.5,105.91,88.26,102,0.512,187,330,17815,9107,301,6719,11524,9936,6406,1006,5433,8501,7953,10026,8172,6896,6856,8854,7905,136640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-1627832-1628415-1630578-1631106-1641708-,F. VanVleet - D. Brooks - A. Sengun - T. Eason - A. Thompson,1610612745,HOU,17,12,5,0.706,46.0,134.7,130.9,82.9,74.7,51.8,56.1,0.581,2.78,18.7,0.375,0.643,0.512,0.096,0.623,0.659,93.3,99.77,83.14,94,0.787,87,71,17546,6366,293,4576,4668,3088,8595,1894,7014,4948,10057,6784,8807,5540,5461,12183,3613,139275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-203924-1629028-1630166-1630703-1641739-,J. Grant - D. Ayton - D. Avdija - S. Henderson - T. Camara,1610612757,POR,12,7,5,0.583,46.0,106.0,99.0,106.8,106.0,-0.8,-7.0,0.585,1.85,17.0,0.358,0.721,0.521,0.133,0.489,0.502,99.1,102.88,85.73,98,0.459,240,243,17546,7173,295,10209,9372,9896,8540,3814,7843,5194,7924,6671,10459,9971,9978,10361,9180,138570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-1629111-1630224-1631106-1641708-1642263-,J. Landale - J. Green - T. Eason - A. Thompson - R. Sheppard,1610612745,HOU,10,7,3,0.7,46.0,107.1,107.1,98.9,100.9,8.2,6.1,0.658,2.08,17.6,0.357,0.629,0.5,0.121,0.467,0.515,108.3,107.14,89.29,99,0.516,348,243,16438,6372,298,7747,9061,7130,7630,2431,7661,5196,10207,6860,9870,10172,9569,8306,7818,137760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-1629630-1630217-1630583-1641744-1642377-,J. Morant - D. Bane - S. Aldama - Z. Edey - J. Wells,1610612763,MEM,16,8,8,0.5,46.0,99.7,100.9,112.0,109.2,-12.3,-8.2,0.659,1.61,18.5,0.357,0.709,0.532,0.167,0.495,0.518,111.7,112.47,93.72,108,0.476,104,199,17859,7287,294,8132,9731,9995,7624,4158,7085,5196,8224,6419,11750,9950,9453,6066,8878,138920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-1627751-1630193-1630534-1630567-1641711-,J. Poeltl - I. Quickley - O. Agbaji - S. Barnes - G. Dick,1610612761,TOR,4,1,3,0.25,46.0,123.4,120.0,110.0,109.1,13.4,10.9,0.63,2.42,20.7,0.275,0.771,0.545,0.12,0.594,0.637,102.4,104.3,86.92,100,0.564,1573,3268,16438,9960,300,5842,9667,6636,7838,2204,5318,7280,6732,5989,9843,6157,5979,9682,6851,137375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-201142-203078-1626164-1626220-1628960-,K. Durant - B. Beal - D. Booker - R. O'Neale - G. Allen,1610612756,PHX,11,5,6,0.455,46.0,119.5,110.1,135.5,129.2,-16.0,-19.1,0.714,4.17,19.4,0.133,0.641,0.369,0.061,0.539,0.611,96.3,102.75,85.63,99,0.419,282,445,17719,9112,301,7359,12480,11054,5921,575,6644,9978,10094,12619,7657,7494,6826,10657,9927,136640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-2544-203076-1629629-1630559-1642261-,L. James - A. Davis - C. Reddish - A. Reaves - D. Knecht,1610612747,LAL,6,2,4,0.333,46.0,111.3,112.5,125.6,123.0,-14.3,-10.5,0.634,1.53,20.6,0.114,0.806,0.465,0.177,0.613,0.658,102.1,102.6,85.5,96,0.431,820,1668,17185,9358,299,7005,11630,10253,7811,4237,5356,10110,6005,10032,12553,5648,5467,10700,9698,137550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-2544-1627827-1629029-1629216-1629637-,L. James - D. Finney-Smith - L. Dončić - G. Vincent - J. Hayes,1610612747,LAL,9,7,2,0.778,46.0,113.9,112.0,100.0,102.0,13.9,10.0,0.725,1.38,21.3,0.189,0.652,0.446,0.21,0.655,0.68,103.3,103.1,85.92,100,0.578,425,243,14449,6081,297,7133,9090,6774,5892,4731,5105,9304,9997,10475,13798,4754,4919,10318,6537,138275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-202699-1627736-1630191-1631204-1631323-,T. Harris - M. Beasley - I. Stewart - M. Sasser - S. Fontecchio,1610612765,DET,14,7,7,0.5,46.0,126.2,122.8,121.0,114.6,5.3,8.2,0.711,2.29,22.4,0.25,0.673,0.495,0.139,0.645,0.672,101.8,106.05,88.38,101,0.525,156,243,17815,7287,296,5597,10560,6949,6136,2304,4421,7492,8618,9537,10648,4879,5046,8801,7665,138500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83333333333334
Lineups,-203078-203486-1626164-1626220-1628960-,B. Beal - M. Plumlee - D. Booker - R. O'Neale - G. Allen,1610612756,PHX,14,5,9,0.357,45.0,129.0,125.0,112.6,107.8,16.4,17.2,0.727,3.56,23.4,0.289,0.789,0.539,0.094,0.638,0.659,96.0,99.72,83.1,96,0.61,156,445,17894,9355,311,5043,9566,6002,5836,1004,4106,6976,6507,6176,8737,5038,5452,12197,5927,134290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-201572-203081-203114-203507-1641748-,B. Lopez - D. Lillard - K. Middleton - G. Antetokounmpo - A. Jackson Jr.,1610612749,MIL,10,6,4,0.6,45.0,109.0,105.1,113.5,109.5,-4.5,-4.4,0.651,5.6,20.0,0.264,0.854,0.521,0.051,0.489,0.513,100.3,104.05,86.71,98,0.5,348,330,17185,7021,315,7939,9751,9670,7663,277,5453,7430,5494,6669,7521,9971,9595,9807,8048,133550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-1627747-1627777-1629027-1629611-1631230-,C. LeVert - G. Niang - T. Young - T. Mann - D. Barlow,1610612737,ATL,9,3,6,0.333,45.0,122.2,118.8,128.0,129.7,-5.8,-10.9,0.659,2.25,18.2,0.385,0.553,0.456,0.119,0.528,0.581,107.1,107.93,89.94,101,0.439,425,994,17719,9358,308,6178,12513,10279,7627,2319,7135,4892,11237,10224,9838,7694,7669,7940,9555,134750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-1630625-1631133-1631200-1641712-1641871-,D. Banton - J. Walker - K. Murray - R. Rupert - D. Reath,1610612757,POR,8,3,5,0.375,45.0,105.4,105.2,111.3,113.4,-5.9,-8.2,0.686,1.26,17.6,0.333,0.592,0.468,0.196,0.539,0.575,104.0,103.16,85.97,97,0.463,518,994,17546,9326,306,7935,10321,9994,6337,4931,7559,5315,10891,9946,12962,7494,7874,10298,9092,135400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-203914-1628371-1629021-1630591-1641710-,G. Harris - J. Isaac - M. Wagner - J. Suggs - A. Black,1610612753,ORL,10,6,4,0.6,45.0,80.4,81.3,87.9,83.5,-7.5,-2.3,0.56,0.74,11.4,0.28,0.73,0.471,0.198,0.39,0.464,101.8,103.9,86.58,96,0.407,348,330,17185,7021,314,11674,5744,9530,8825,7503,11098,7239,7793,9866,12973,11600,11455,9898,10152,133750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-201142-203078-203994-1626145-1626220-,K. Durant - B. Beal - J. Nurkić - T. Jones - R. O'Neale,1610612756,PHX,7,5,2,0.714,45.0,112.0,109.8,138.0,130.8,-26.0,-21.0,0.579,1.38,18.2,0.194,0.707,0.468,0.174,0.61,0.638,93.5,97.0,80.83,92,0.417,632,445,14449,6328,304,7443,12596,11278,8600,4732,7137,9277,8240,9953,12460,5733,5958,13482,9963,135840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-1626157-1626166-1628969-1630173-1630540-,K. Towns - C. Payne - M. Bridges - P. Achiuwa - M. McBride,1610612752,NYK,17,13,4,0.765,45.0,113.9,110.1,112.3,109.2,1.7,0.9,0.561,1.64,16.7,0.405,0.651,0.529,0.141,0.555,0.594,101.5,104.72,87.26,99,0.522,87,54,17185,6104,305,7359,9732,7486,8824,4135,7882,4438,10008,6444,10682,7195,7323,9471,7706,135450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-201144-203497-203944-1629638-1630162-,M. Conley - R. Gobert - J. Randle - N. Alexander-Walker - A. Edwards,1610612750,MIN,17,13,4,0.765,45.0,114.1,112.2,88.5,81.1,25.6,31.2,0.605,1.64,16.5,0.375,0.729,0.552,0.143,0.548,0.582,98.3,103.38,86.15,98,0.711,87,54,17185,6104,310,7124,5447,4867,8071,4135,8757,4948,7796,5901,10691,7334,7648,10206,4430,134415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-202331-203954-1626162-1629656-1630178-,P. George - J. Embiid - K. Oubre Jr. - Q. Grimes - T. Maxey,1610612755,PHI,4,0,4,0.0,45.0,102.3,103.2,107.7,108.3,-5.4,-5.2,0.743,2.17,19.0,0.296,0.846,0.527,0.126,0.449,0.501,103.3,102.55,85.46,95,0.444,1573,10304,17185,10304,312,8051,9593,9749,5778,2384,6835,6925,5505,6531,10330,10475,9988,10718,9414,134100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-201566-203999-1627750-1629008-1631212-,R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - P. Watson,1610612743,DEN,16,11,5,0.688,45.0,134.4,125.8,95.2,92.4,39.2,33.4,0.721,5.17,21.5,0.348,0.75,0.561,0.062,0.588,0.624,96.3,101.06,84.22,97,0.677,104,85,17546,6402,309,5028,6530,4503,5912,302,4939,5274,6865,5640,7665,6266,6444,11444,4825,134655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-201566-203999-1631124-1631128-1631212-,R. Westbrook - N. Jokić - J. Strawther - C. Braun - P. Watson,1610612743,DEN,22,15,7,0.682,45.0,112.3,100.9,98.6,93.3,13.7,7.7,0.778,1.87,19.2,0.293,0.796,0.567,0.142,0.542,0.606,104.2,113.02,94.18,106,0.611,45,39,17815,6408,313,8131,6585,6991,5025,3795,6735,6957,6484,5525,10683,7441,6945,5872,5898,133780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-1628983-1629652-1630598-1631114-1641717-,S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams - C. Wallace,1610612760,OKC,15,9,6,0.6,45.0,123.7,121.5,122.1,117.2,1.6,4.3,0.585,4.0,18.0,0.32,0.667,0.458,0.065,0.539,0.574,99.1,102.1,85.08,93,0.436,131,148,17719,7021,306,5747,10961,7264,8540,577,7464,6624,8629,10201,7749,7501,7880,10923,9624,135400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
Lineups,-1627742-1629750-1630527-1630530-1642274-,B. Ingram - J. Green - B. Boston Jr. - T. Murphy III - Y. Missi,1610612740,NOP,4,1,3,0.25,44.0,87.2,85.7,109.0,110.8,-21.8,-25.0,0.667,0.82,14.6,0.298,0.673,0.49,0.242,0.419,0.479,100.7,100.72,83.94,91,0.36,1573,3268,16438,9960,319,11129,9924,11718,6406,7344,9449,6919,8617,9575,14316,10970,11239,11645,11002,131530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.66666666666666
Lineups,-201142-203078-203486-1626164-1626220-,K. Durant - B. Beal - M. Plumlee - D. Booker - R. O'Neale,1610612756,PHX,14,5,9,0.357,44.0,106.3,100.0,91.1,88.8,15.2,11.2,0.647,1.57,17.3,0.366,0.81,0.59,0.154,0.534,0.565,93.5,97.62,81.35,91,0.6,156,445,17894,9355,317,8136,6183,6599,7676,4196,7746,5120,5988,4975,11438,7602,8239,13221,6051,132755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.66666666666666
Lineups,-202691-203915-1629023-1630230-1641726-,K. Thompson - S. Dinwiddie - P. Washington - N. Marshall - D. Lively II,1610612742,DAL,5,2,3,0.4,44.0,101.2,102.1,101.2,102.2,0.0,-0.1,0.641,2.08,19.7,0.182,0.727,0.485,0.128,0.524,0.546,102.8,101.83,84.86,94,0.543,1130,1668,16438,9199,322,8107,9098,9412,7745,2431,6579,9350,7801,9633,10351,7753,8732,11048,7303,130800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.66666666666666
Lineups,-1629651-1630533-1630553-1631213-1641730-,N. Claxton - Z. Williams - K. Johnson - T. Martin - N. Clowney,1610612751,BKN,6,0,6,0.0,44.0,78.8,79.8,127.6,124.5,-48.8,-44.7,0.724,1.11,16.5,0.222,0.794,0.443,0.202,0.422,0.44,102.9,103.51,86.26,94,0.257,820,10304,17719,10304,323,11986,11718,13160,5894,5156,8758,8527,6488,10708,13751,10952,11848,10139,12538,130775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.66666666666666
Lineups,-201566-203932-203999-1627750-1631128-,R. Westbrook - A. Gordon - N. Jokić - J. Murray - C. Braun,1610612743,DEN,16,9,7,0.563,44.0,122.3,112.4,100.5,94.4,21.7,17.9,0.732,2.5,20.4,0.273,0.698,0.483,0.114,0.576,0.631,108.4,116.64,97.2,105,0.612,104,148,17815,7232,320,7120,6684,5952,5825,2009,5409,7286,8410,9665,9683,6623,6135,4852,5879,131485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.66666666666666
